"title","industry","genre","year","director","cast","rating","description","poster_url"
"Dasvidaniya","Bollywood","Comedy Drama","2008","Shashant Shah","Vinay Pathak, Sarita Joshi, Rajat Kapoor, Saurabh Shukla","4.4","A Bollywood Comedy Drama film released in 2008, directed by Shashant Shah and starring Vinay Pathak, Sarita Joshi, Rajat Kapoor, Saurabh Shukla.",""
"Mere Khwabon Mein Jo Aaye","Bollywood","Drama Fantasy Musical","2009","Madhureeta Anand","Randeep Hooda, Raima Sen, Arbaaz Khan, Javed Akhtar","4.4","A Bollywood Drama Fantasy Musical film released in 2009, directed by Madhureeta Anand and starring Randeep Hooda, Raima Sen, Arbaaz Khan, Javed Akhtar.",""
"Raajneeti","Bollywood","Action Crime Drama","2010","Prakash Jha","Naseeruddin Shah, Arjun Rampal, Nana Patekar, Ranbir Kapoor","9.8","A Bollywood Action Crime Drama film released in 2010, directed by Prakash Jha and starring Naseeruddin Shah, Arjun Rampal, Nana Patekar, Ranbir Kapoor.",""
"Allah Ke Banday","Bollywood","Action Crime Drama","2010","Faruk Kabir","Varun Bhagwat, Vikram Gokhale, Zakir Hussain, Bharat Jha","4.4","A Bollywood Action Crime Drama film released in 2010, directed by Faruk Kabir and starring Varun Bhagwat, Vikram Gokhale, Zakir Hussain, Bharat Jha.",""
"Oye Lucky! Lucky Oye!","Bollywood","Comedy Crime Drama","2008","Dibakar Banerjee","Abhay Deol, Paresh Rawal, Neetu Chandra, Archana Puran Singh","5.3","A Bollywood Comedy Crime Drama film released in 2008, directed by Dibakar Banerjee and starring Abhay Deol, Paresh Rawal, Neetu Chandra, Archana Puran Singh.",""
"1920","Bollywood","Drama Horror Mystery","2008","Vikram Bhatt","Rajneesh Duggal, Adah Sharma, Anjori Alagh, Rajendranath Zutshi","7.1","A Bollywood Drama Horror Mystery film released in 2008, directed by Vikram Bhatt and starring Rajneesh Duggal, Adah Sharma, Anjori Alagh, Rajendranath Zutshi.",""
"Aloo Chaat","Bollywood","Comedy Drama Romance","2009","Robby Grewal","Aftab Shivdasani, Aamna Shariff, Linda Arsenio, Sanjay Mishra","5.3","A Bollywood Comedy Drama Romance film released in 2009, directed by Robby Grewal and starring Aftab Shivdasani, Aamna Shariff, Linda Arsenio, Sanjay Mishra.",""
"Lamhaa: The Untold Story of Kashmir","Bollywood","Action Drama Thriller","2010","Rahul Dholakia","Alisha, Asif Basra, Bipasha Basu, Burhan","4.4","A Bollywood Action Drama Thriller film released in 2010, directed by Rahul Dholakia and starring Alisha, Asif Basra, Bipasha Basu, Burhan.",""
"Hulla","Bollywood","Comedy Drama","2008","Jaideep Varma","Sushant Singh, Kartika Rane, Rajat Kapoor, Mandeep Mazumdar","4.4","A Bollywood Comedy Drama film released in 2008, directed by Jaideep Varma and starring Sushant Singh, Kartika Rane, Rajat Kapoor, Mandeep Mazumdar.",""
"Ru-Ba-Ru","Bollywood","Drama Romance Thriller","2008","Arjun Bali","Rati Agnihotri, Shahana Goswami, Randeep Hooda, Kulbhushan Kharbanda","4.4","A Bollywood Drama Romance Thriller film released in 2008, directed by Arjun Bali and starring Rati Agnihotri, Shahana Goswami, Randeep Hooda, Kulbhushan Kharbanda.",""
"Rafoo Chakkar: Fun on the Run","Bollywood","Comedy Crime Drama","2008","B.H. Tharun Kumar","Sadashiv Amrapurkar, Tinnu Anand, Nauheed Cyrusi, Shakti Kapoor","4.4","A Bollywood Comedy Crime Drama film released in 2008, directed by B.H. Tharun Kumar and starring Sadashiv Amrapurkar, Tinnu Anand, Nauheed Cyrusi, Shakti Kapoor.",""
"Wake Up Sid","Bollywood","Comedy Drama Romance","2009","Ayan Mukherjee","Ranbir Kapoor, Konkona Sen Sharma, Supriya Pathak, Anupam Kher","8","A Bollywood Comedy Drama Romance film released in 2009, directed by Ayan Mukherjee and starring Ranbir Kapoor, Konkona Sen Sharma, Supriya Pathak, Anupam Kher.",""
"Fox","Bollywood","Crime Drama Mystery","2009","Deepak Tijori","Arjun Rampal, Sunny Deol, Udita Goswami, Sagarika Ghatge","4.4","A Bollywood Crime Drama Mystery film released in 2009, directed by Deepak Tijori and starring Arjun Rampal, Sunny Deol, Udita Goswami, Sagarika Ghatge.",""
"Kal Kissne Dekha","Bollywood","Action Crime Romance","2009","Vivek Sharma","Brahim Achabbakhe, Jacky Bhagnani, Nushrat Bharucha, David Bueno","4.4","A Bollywood Action Crime Romance film released in 2009, directed by Vivek Sharma and starring Brahim Achabbakhe, Jacky Bhagnani, Nushrat Bharucha, David Bueno.",""
"Dev D","Bollywood","Comedy Drama Romance","2009","Anurag Kashyap","Abhay Deol, Mahie Gill, Kalki Koechlin, Dibyendu Bhattacharya","7.1","A Bollywood Comedy Drama Romance film released in 2009, directed by Anurag Kashyap and starring Abhay Deol, Mahie Gill, Kalki Koechlin, Dibyendu Bhattacharya.",""
"Sorry Bhai!","Bollywood","Comedy Drama Romance","2008","Onir","Shabana Azmi, Boman Irani, Sanjay Suri, Sharman Joshi","4.4","A Bollywood Comedy Drama Romance film released in 2008, directed by Onir and starring Shabana Azmi, Boman Irani, Sanjay Suri, Sharman Joshi.",""
"New York","Bollywood","Crime Drama History","2009","Kabir Khan","John Abraham, Neil Nitin Mukesh, Katrina Kaif, Irrfan Khan","8.9","A Bollywood Crime Drama History film released in 2009, directed by Kabir Khan and starring John Abraham, Neil Nitin Mukesh, Katrina Kaif, Irrfan Khan.",""
"Maharathi","Bollywood","Crime Drama Mystery","2008","Shivam Nair","Naseeruddin Shah, Om Puri, Boman Irani, Paresh Rawal","4.4","A Bollywood Crime Drama Mystery film released in 2008, directed by Shivam Nair and starring Naseeruddin Shah, Om Puri, Boman Irani, Paresh Rawal.",""
"Jumbo","Bollywood","Animation Family","2008","Kompin Kemgumnird","Akshay Kumar, Lara Dutta, Dimple Kapadia, Rajpal Yadav","4.4","A Bollywood Animation Family film released in 2008, directed by Kompin Kemgumnird and starring Akshay Kumar, Lara Dutta, Dimple Kapadia, Rajpal Yadav.",""
"Blue Oranges","Bollywood","Mystery","2009","Rajesh Ganguly","Rajit Kapoor, Aham Sharma, Pooja Kanwal, Richashree","4.4","A Bollywood Mystery film released in 2009, directed by Rajesh Ganguly and starring Rajit Kapoor, Aham Sharma, Pooja Kanwal, Richashree.",""
"Raavan","Bollywood","Action Adventure Crime","2010","Mani Ratnam","Abhishek Bachchan, Aishwarya Rai Bachchan, Govinda, 'Chiyaan' Vikram","5.3","A Bollywood Action Adventure Crime film released in 2010, directed by Mani Ratnam and starring Abhishek Bachchan, Aishwarya Rai Bachchan, Govinda, 'Chiyaan' Vikram.",""
"Jalwa: Fun in Love","Bollywood","Comedy Drama","2005","Rajiv S. Ruia","Ganesh Acharya, Neha Bhatt, Daisy, Ali G.","4.4","A Bollywood Comedy Drama film released in 2005, directed by Rajiv S. Ruia and starring Ganesh Acharya, Neha Bhatt, Daisy, Ali G..",""
"Raaz: The Mystery Continues","Bollywood","Drama Horror Mystery","2009","Mohit Suri","Kangana Ranaut, Adhyayan Suman, Emraan Hashmi, Vicky Ahuja","8","A Bollywood Drama Horror Mystery film released in 2009, directed by Mohit Suri and starring Kangana Ranaut, Adhyayan Suman, Emraan Hashmi, Vicky Ahuja.",""
"Do Knot Disturb","Bollywood","Comedy Drama","2009","David Dhawan","Govinda, Sushmita Sen, Ritesh Deshmukh, Lara Dutta","5.3","A Bollywood Comedy Drama film released in 2009, directed by David Dhawan and starring Govinda, Sushmita Sen, Ritesh Deshmukh, Lara Dutta.",""
"Ishqiya","Bollywood","Comedy Drama Romance","2010","Abhishek Chaubey","Naseeruddin Shah, Vidya Balan, Arshad Warsi, Salman Shahid","8","A Bollywood Comedy Drama Romance film released in 2010, directed by Abhishek Chaubey and starring Naseeruddin Shah, Vidya Balan, Arshad Warsi, Salman Shahid.",""
"Pyaar Impossible!","Bollywood","Comedy Romance","2010","Jugal Hansraj","Uday Chopra, Priyanka Chopra, Dino Morea, Rahul Vohra","5.3","A Bollywood Comedy Romance film released in 2010, directed by Jugal Hansraj and starring Uday Chopra, Priyanka Chopra, Dino Morea, Rahul Vohra.",""
"Naughty @ 40","Bollywood","Comedy Drama","2011","Jag Mundhra","Govinda, Yuvika Chaudhry, Anupam Kher, Smita Jaykar","4.4","A Bollywood Comedy Drama film released in 2011, directed by Jag Mundhra and starring Govinda, Yuvika Chaudhry, Anupam Kher, Smita Jaykar.",""
"Chatur Singh Two Star","Bollywood","Action Adventure Comedy","2011","Ajay Chandhok","Sanjay Dutt, Ameesha Patel, Anupam Kher, Satish Kaushik","4.4","A Bollywood Action Adventure Comedy film released in 2011, directed by Ajay Chandhok and starring Sanjay Dutt, Ameesha Patel, Anupam Kher, Satish Kaushik.",""
"Chargesheet","Bollywood","Drama Thriller","2011","Dev Anand","Dev Anand, Divya Dutta, Devshi Khanduri, Hansal Mehta","4.4","A Bollywood Drama Thriller film released in 2011, directed by Dev Anand and starring Dev Anand, Divya Dutta, Devshi Khanduri, Hansal Mehta.",""
"Jai Veeru: Friends Forever","Bollywood","Action Crime Drama","2009","Puneet Sira","Rakesh Bedi, Mahek Chahal, Suraj Godambe, Dinesh Hingoo","4.4","A Bollywood Action Crime Drama film released in 2009, directed by Puneet Sira and starring Rakesh Bedi, Mahek Chahal, Suraj Godambe, Dinesh Hingoo.",""
"99","Bollywood","Comedy Crime Drama","2009","Krishna D.K., Raj Nidimoru","Kunal Khemu, Boman Irani, Soha Ali Khan, Cyrus Broacha","7.1","A Bollywood Comedy Crime Drama film released in 2009, directed by Krishna D.K., Raj Nidimoru and starring Kunal Khemu, Boman Irani, Soha Ali Khan, Cyrus Broacha.",""
"Kisaan","Bollywood","Action Crime Drama","2009","Puneet Sira","Jackie Shroff, Sohail Khan, Arbaaz Khan, Nauheed Cyrusi","4.4","A Bollywood Action Crime Drama film released in 2009, directed by Puneet Sira and starring Jackie Shroff, Sohail Khan, Arbaaz Khan, Nauheed Cyrusi.",""
"Wafaa","Bollywood","Drama Mystery Romance","2008","Rakesh Sawant","Rajesh Khanna, Shahib Chopra, Laila Khan, Ahad Khan","4.4","A Bollywood Drama Mystery Romance film released in 2008, directed by Rakesh Sawant and starring Rajesh Khanna, Shahib Chopra, Laila Khan, Ahad Khan.",""
"Aa Dekhen Zara","Bollywood","Action Crime Drama","2009","Jehangir Surti","Neil Nitin Mukesh, Bipasha Basu, Biswajeet Chatterjee, Sophiya Chaudhary","4.4","A Bollywood Action Crime Drama film released in 2009, directed by Jehangir Surti and starring Neil Nitin Mukesh, Bipasha Basu, Biswajeet Chatterjee, Sophiya Chaudhary.",""
"Gumnaam: The Mystery","Bollywood","Crime Mystery Romance","2008","Neeraj Pathak","Dino Morea, Mahima Chaudhry, Suman Ranganathan, Arun Bali","4.4","A Bollywood Crime Mystery Romance film released in 2008, directed by Neeraj Pathak and starring Dino Morea, Mahima Chaudhry, Suman Ranganathan, Arun Bali.",""
"Karthik Calling Karthik","Bollywood","Drama Romance Thriller","2010","Vijay Lalwani","Farhan Akhtar, Deepika Padukone, Ram Kapoor, Vivan Bhatena","5.3","A Bollywood Drama Romance Thriller film released in 2010, directed by Vijay Lalwani and starring Farhan Akhtar, Deepika Padukone, Ram Kapoor, Vivan Bhatena.",""
"Race 2","Bollywood","Action Crime Drama","2013","Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Anil Kapoor, Saif Ali Khan, John Abraham, Deepika Padukone","8","A Bollywood Action Crime Drama film released in 2013, directed by Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla and starring Anil Kapoor, Saif Ali Khan, John Abraham, Deepika Padukone.",""
"13B: Fear Has a New Address","Bollywood","Drama Horror Mystery","2009","Vikram K. Kumar","Madhavan, Neetu Chandra, Poonam Dhillon, Sachin Khedekar","5.3","A Bollywood Drama Horror Mystery film released in 2009, directed by Vikram K. Kumar and starring Madhavan, Neetu Chandra, Poonam Dhillon, Sachin Khedekar.",""
"Three: Love Lies Betrayal","Bollywood","Drama Mystery Thriller","2009","Vishal Pandya","Aashish Chaudhary, Akshay Kapoor, Nausheen Ali Sardar, Achint Kaur","4.4","A Bollywood Drama Mystery Thriller film released in 2009, directed by Vishal Pandya and starring Aashish Chaudhary, Akshay Kapoor, Nausheen Ali Sardar, Achint Kaur.",""
"Mirch","Bollywood","Comedy Drama Fantasy","2010","Vinay Shukla","Arunoday Singh, Boman Irani, Ila Arun, Konkona Sen Sharma","4.4","A Bollywood Comedy Drama Fantasy film released in 2010, directed by Vinay Shukla and starring Arunoday Singh, Boman Irani, Ila Arun, Konkona Sen Sharma.",""
"Dhoondte Reh Jaoge","Bollywood","Comedy Drama","2009","Umesh Shukla","Paresh Rawal, Kunal Khemu, Sonu Sood, Soha Ali Khan","5.3","A Bollywood Comedy Drama film released in 2009, directed by Umesh Shukla and starring Paresh Rawal, Kunal Khemu, Sonu Sood, Soha Ali Khan.",""
"Siddharth: The Prisoner","Bollywood","Crime Drama Thriller","2009","Pryas Gupta","Rajat Kapoor, Sachin Nayak, Pradip Sagar, Pradeep Kabra","4.4","A Bollywood Crime Drama Thriller film released in 2009, directed by Pryas Gupta and starring Rajat Kapoor, Sachin Nayak, Pradip Sagar, Pradeep Kabra.",""
"Chance Pe Dance","Bollywood","Comedy Drama Romance","2010","Ken Ghosh","Shahid Kapoor, Genelia D'Souza, Mohnish Bahl, Satish Shah","5.3","A Bollywood Comedy Drama Romance film released in 2010, directed by Ken Ghosh and starring Shahid Kapoor, Genelia D'Souza, Mohnish Bahl, Satish Shah.",""
"Agent Vinod","Bollywood","Action","2012","Sriram Raghavan","Kareena Kapoor, Saif Ali Khan, Adil Hussain, Gulshan Grover","5.3","A Bollywood Action film released in 2012, directed by Sriram Raghavan and starring Kareena Kapoor, Saif Ali Khan, Adil Hussain, Gulshan Grover.",""
"Once Upon a Time in Mumbai","Bollywood","Crime Drama Romance","2010","Milan Luthria","Ajay Devgn, Randeep Hooda, Kangana Ranaut, Emraan Hashmi","8.9","A Bollywood Crime Drama Romance film released in 2010, directed by Milan Luthria and starring Ajay Devgn, Randeep Hooda, Kangana Ranaut, Emraan Hashmi.",""
"Action Replayy","Bollywood","Comedy Drama Romance","2010","Vipul Amrutlal Shah","Akshay Kumar, Aishwarya Rai Bachchan, Om Puri, Kiron Kher","5.3","A Bollywood Comedy Drama Romance film released in 2010, directed by Vipul Amrutlal Shah and starring Akshay Kumar, Aishwarya Rai Bachchan, Om Puri, Kiron Kher.",""
"Straight","Bollywood","Comedy Drama","2009","Parvati Balagopalan","Vinay Pathak, Gul Panag, Anuj Chaudhary, Siddharth Makkar","4.4","A Bollywood Comedy Drama film released in 2009, directed by Parvati Balagopalan and starring Vinay Pathak, Gul Panag, Anuj Chaudhary, Siddharth Makkar.",""
"Daddy Cool: Join the Fun","Bollywood","Comedy Drama","2009","K. Muralimohana Rao","Sunil Shetty, Aarti Chhabria, Aashish Chaudhary, Kim Sharma","5.3","A Bollywood Comedy Drama film released in 2009, directed by K. Muralimohana Rao and starring Sunil Shetty, Aarti Chhabria, Aashish Chaudhary, Kim Sharma.",""
"Krantiveer: The Revolution","Bollywood","Action Crime Drama","2010","Mehul Kumar","Jahan Bloch, Samir Aftab, Aditya Rajput, Harsh Rajput","4.4","A Bollywood Action Crime Drama film released in 2010, directed by Mehul Kumar and starring Jahan Bloch, Samir Aftab, Aditya Rajput, Harsh Rajput.",""
"Agyaat: The Unknown","Bollywood","Drama Horror Mystery","2009","Ram Gopal Varma","Nitin, Priyanka Kothari, Rasika Dugal, Gautam Rode","5.3","A Bollywood Drama Horror Mystery film released in 2009, directed by Ram Gopal Varma and starring Nitin, Priyanka Kothari, Rasika Dugal, Gautam Rode.",""
"Ek Se Bure Do","Bollywood","Action Comedy Crime","2009","Tariq Khan","Anita, Snehal Dabi, Anita Hassandani, Jagdeep","4.4","A Bollywood Action Comedy Crime film released in 2009, directed by Tariq Khan and starring Anita, Snehal Dabi, Anita Hassandani, Jagdeep.",""
"Apartment: Rent at Your Own Risk","Bollywood","Drama Thriller","2010","Jag Mundhra","Rohit Roy, Tanushree Dutta, Neetu Chandra, Mushtaq Khan","4.4","A Bollywood Drama Thriller film released in 2010, directed by Jag Mundhra and starring Rohit Roy, Tanushree Dutta, Neetu Chandra, Mushtaq Khan.",""
"We Are Family","Bollywood","Drama Family","2010","Siddharth Malhotra","Kareena Kapoor, Kajol, Arjun Rampal, Amrita Prakash","5.3","A Bollywood Drama Family film released in 2010, directed by Siddharth Malhotra and starring Kareena Kapoor, Kajol, Arjun Rampal, Amrita Prakash.",""
"No Problem","Bollywood","Action Comedy Crime","2010","Anees Bazmee","Anil Kapoor, Sanjay Dutt, Kangana Ranaut, Sunil Shetty","5.3","A Bollywood Action Comedy Crime film released in 2010, directed by Anees Bazmee and starring Anil Kapoor, Sanjay Dutt, Kangana Ranaut, Sunil Shetty.",""
"Mohandas","Bollywood","Thriller","2009","Mazhar Kamran","Sonali Kulkarni, Sharbani Mukherji, Sushant Singh, Nakul Vaid","4.4","A Bollywood Thriller film released in 2009, directed by Mazhar Kamran and starring Sonali Kulkarni, Sharbani Mukherji, Sushant Singh, Nakul Vaid.",""
"Mumbai Diaries","Bollywood","Drama","2010","Kiran Rao","Prateik, Monica Dogra, Kriti Malhotra, Aamir Khan","4.4","A Bollywood Drama film released in 2010, directed by Kiran Rao and starring Prateik, Monica Dogra, Kriti Malhotra, Aamir Khan.",""
"All the Best: Fun Begins","Bollywood","Action Comedy Drama","2009","Rohit Shetty","Sanjay Dutt, Ajay Devgn, Fardeen Khan, Bipasha Basu","7.1","A Bollywood Action Comedy Drama film released in 2009, directed by Rohit Shetty and starring Sanjay Dutt, Ajay Devgn, Fardeen Khan, Bipasha Basu.",""
"Rocket Singh: Salesman of the Year","Bollywood","Comedy Drama","2009","Shimit Amin","Ranbir Kapoor, Prem Chopra, Gauhar Khan, Mukesh Bhatt","6.2","A Bollywood Comedy Drama film released in 2009, directed by Shimit Amin and starring Ranbir Kapoor, Prem Chopra, Gauhar Khan, Mukesh Bhatt.",""
"Guzaarish","Bollywood","Comedy Drama Romance","2010","Sanjay Leela Bhansali","Hrithik Roshan, Aishwarya Rai Bachchan, Shernaz Patel, Aditya Roy Kapoor","4.4","A Bollywood Comedy Drama Romance film released in 2010, directed by Sanjay Leela Bhansali and starring Hrithik Roshan, Aishwarya Rai Bachchan, Shernaz Patel, Aditya Roy Kapoor.",""
"Chal Chala Chal","Bollywood","Action Comedy Crime","2009","Rajeev Kumar","Asrani, Asif Basra, Govinda, Manoj Joshi","4.4","A Bollywood Action Comedy Crime film released in 2009, directed by Rajeev Kumar and starring Asrani, Asif Basra, Govinda, Manoj Joshi.",""
"Fast Forward","Bollywood","Action Drama Musical","2009","Zaigham Ali Syed","Vinod Khanna, Akshay Kapoor, Rehan Khan, Bhavna Pani","4.4","A Bollywood Action Drama Musical film released in 2009, directed by Zaigham Ali Syed and starring Vinod Khanna, Akshay Kapoor, Rehan Khan, Bhavna Pani.",""
"Tum Milo Toh Sahi","Bollywood","Comedy Drama","2010","Kabir Sadanand","Nana Patekar, Dimple Kapadia, Sunil Shetty, Vidya Malvade","4.4","A Bollywood Comedy Drama film released in 2010, directed by Kabir Sadanand and starring Nana Patekar, Dimple Kapadia, Sunil Shetty, Vidya Malvade.",""
"Don Muthu Swami","Bollywood","Comedy Drama","2008","Ashim S. Samanta","Mithun Chakraborty, Ali Asghar, Arun Bakshi, Rakesh Bedi","4.4","A Bollywood Comedy Drama film released in 2008, directed by Ashim S. Samanta and starring Mithun Chakraborty, Ali Asghar, Arun Bakshi, Rakesh Bedi.",""
"Peepli (Live)","Bollywood","Comedy Drama","2010","Anusha Rizvi, Mahmood Farooqui","Omkar Das Manikpuri, Raghuvir Yadav, Shalini Vatsa, Farrukh Jaffar","8.9","A Bollywood Comedy Drama film released in 2010, directed by Anusha Rizvi, Mahmood Farooqui and starring Omkar Das Manikpuri, Raghuvir Yadav, Shalini Vatsa, Farrukh Jaffar.",""
"Rann","Bollywood","Drama Mystery","2010","Ram Gopal Varma","Amitabh Bachchan, Ritesh Deshmukh, Gul Panag, Paresh Rawal","4.4","A Bollywood Drama Mystery film released in 2010, directed by Ram Gopal Varma and starring Amitabh Bachchan, Ritesh Deshmukh, Gul Panag, Paresh Rawal.",""
"Ek: The Power of One","Bollywood","Action Drama Thriller","2009","Sangeeth Sivan","Rana Jung Bahadur, Jaspal Bhatti, Preeti Bhutani, Bobby Deol","4.4","A Bollywood Action Drama Thriller film released in 2009, directed by Sangeeth Sivan and starring Rana Jung Bahadur, Jaspal Bhatti, Preeti Bhutani, Bobby Deol.",""
"Team: The Force","Bollywood","Action Comedy Crime","2009","Ajay Chandhok","Sohail Khan, Amrita Arora, Yash Tonk, Vrajesh Hirjee","4.4","A Bollywood Action Comedy Crime film released in 2009, directed by Ajay Chandhok and starring Sohail Khan, Amrita Arora, Yash Tonk, Vrajesh Hirjee.",""
